operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
ListAutomationRulesV2,/automationrulesv2/list,GET,Returns a list of automation rules and metadata...,automation_rules_v2,list_automation_rules_v2,select,,,,,
ListConfigurationPolicies,/configurationPolicy/list,GET,Lists the configuration policies that the Secur...,configuration_policies,list_configuration_policies,select,$.ConfigurationPolicySummaries,,,,
ListConfigurationPolicyAssociations,/configurationPolicyAssociation/list,POST,Provides information about the associations for...,configuration_policy_associations,list_configuration_policy_associations,select,$.ConfigurationPolicyAssociationSummaries,NextToken,body,NextToken,body
ListConnectorsV2,/connectorsv2,GET,Grants permission to retrieve a list of connect...,connectors_v2,list_connectors_v2,select,,,,,
ListEnabledProductsForImport,/productSubscriptions,GET,Lists all findings-generating solutions (produc...,enabled_products_for_import,list_enabled_products_for_import,select,$.ProductSubscriptions,,,,
ListFindingAggregators,/findingAggregator/list,GET,"If cross-Region aggregation is enabled, then `L...",finding_aggregators,list_finding_aggregators,select,$.FindingAggregators,,,,
ListInvitations,/invitations,GET,We recommend using Organizations instead of Sec...,invitations,list_invitations,select,$.Invitations,,,,
ListMembers,/members,GET,Lists details about all member accounts for the...,members,list_members,select,$.Members,,,,
ListOrganizationAdminAccounts,/organization/admin,GET,Lists the Security Hub administrator accounts. ...,organization_admin_accounts,list_organization_admin_accounts,select,$.AdminAccounts,,,,
ListSecurityControlDefinitions,/securityControls/definitions,GET,Lists all of the security controls that apply t...,security_control_definitions,list_security_control_definitions,select,$.SecurityControlDefinitions,,,,
ListStandardsControlAssociations,/associations,GET,Specifies whether a control is currently enable...,standards_control_associations,list_standards_control_associations,select,$.StandardsControlAssociationSummaries,,,,
ListTagsForResource,/tags/{ResourceArn},GET,Returns a list of tags associated with a resource.,tags,list_tags_for_resource,select,,,,,
RegisterConnectorV2,/connectorsv2/register,POST,Grants permission to complete the authorization...,connectors_v2,register_connector_v2,exec,,,,,
StartConfigurationPolicyAssociation,/configurationPolicyAssociation/associate,POST,"Associates a target account, organizational uni...",configuration_policy_associations,start_configuration_policy_association,exec,,,,,
StartConfigurationPolicyDisassociation,/configurationPolicyAssociation/disassociate,POST,"Disassociates a target account, organizational ...",configuration_policy_associations,start_configuration_policy_disassociation,exec,,,,,
TagResource,/tags/{ResourceArn},POST,Adds one or more tags to a resource.,tags,tag_resource,exec,,,,,
UntagResource,/tags/{ResourceArn},DELETE,Removes one or more tags from a resource.,tags,untag_resource,delete,,,,,
UpdateActionTarget,/actionTargets/{ActionTargetArn+},PATCH,Updates the name and description of a custom ac...,action_targets,update_action_target,update,,,,,
UpdateAggregatorV2,/aggregatorv2/update/{AggregatorV2Arn+},PATCH,Udpates the configuration for the Aggregator V2.,aggregators_v2,update_aggregator_v2,update,,,,,
UpdateAutomationRuleV2,/automationrulesv2/{Identifier},PATCH,Updates a V2 automation rule.,automation_rules_v2,update_automation_rule_v2,update,,,,,
UpdateConfigurationPolicy,/configurationPolicy/{Identifier},PATCH,Updates a configuration policy. Only the Securi...,configuration_policies,update_configuration_policy,update,,,,,
UpdateConnectorV2,/connectorsv2/{ConnectorId+},PATCH,Grants permission to update a connectorV2 based...,connectors_v2,update_connector_v2,update,,,,,
UpdateFindingAggregator,/findingAggregator/update,PATCH,The _aggregation Region_ is now called the _hom...,finding_aggregators,update_finding_aggregator,update,,,,,
UpdateFindings,/findings,PATCH,`UpdateFindings` is a deprecated operation. Ins...,findings,update_findings,update,,,,,
UpdateInsight,/insights/{InsightArn+},PATCH,Updates the Security Hub insight identified by ...,insights,update_insight,update,,,,,
UpdateOrganizationConfiguration,/organization/configuration,POST,Updates the configuration of your organization ...,organization_configuration,update_organization_configuration,update,,,,,
UpdateSecurityControl,/securityControl/update,PATCH,Updates the properties of a security control.,security_controls,update_security_control,update,,,,,
UpdateSecurityHubConfiguration,/accounts,PATCH,Updates configuration options for Security Hub.,hub,update_security_hub_configuration,update,,,,,
UpdateStandardsControl,/standards/control/{StandardsControlArn+},PATCH,Used to control whether an individual security ...,standards_controls,update_standards_control,update,,,,,
