operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
DeleteWorkloadIdentity,/identities/DeleteWorkloadIdentity,POST,Deletes a workload identity.,,delete_workload_identity,delete,,,,,
GetAgentRuntime,/runtimes/{agentRuntimeId}/,GET,Gets an Amazon Bedrock AgentCore Runtime.,,get_agent_runtime,select,,,,,
GetAgentRuntimeEndpoint,/runtimes/{agentRuntimeId}/runtime-endpoints/{endpointName}/,GET,Gets information about an Amazon Secure AgentEn...,,get_agent_runtime_endpoint,select,,,,,
GetApiKeyCredentialProvider,/identities/GetApiKeyCredentialProvider,POST,Retrieves information about an API key credenti...,,get_api_key_credential_provider,select,,,,,
GetBrowser,/browsers/{browserId},GET,Gets information about a custom browser.,,get_browser,select,,,,,
GetCodeInterpreter,/code-interpreters/{codeInterpreterId},GET,Gets information about a custom code interpreter.,,get_code_interpreter,select,,,,,
GetEvaluator,/evaluators/{evaluatorId},GET,Retrieves detailed information about an evaluat...,,get_evaluator,select,,,,,
GetGateway,/gateways/{gatewayIdentifier}/,GET,Retrieves information about a specific Gateway.,,get_gateway,select,,,,,
GetGatewayTarget,/gateways/{gatewayIdentifier}/targets/{targetId}/,GET,Retrieves information about a specific gateway ...,,get_gateway_target,select,,,,,
GetMemory,/memories/{memoryId}/details,GET,Retrieve an existing Amazon Bedrock AgentCore M...,,get_memory,select,,,,,
GetOauth2CredentialProvider,/identities/GetOauth2CredentialProvider,POST,Retrieves information about an OAuth2 credentia...,,get_oauth2_credential_provider,select,,,,,
GetOnlineEvaluationConfig,/online-evaluation-configs/{onlineEvaluationConfigId},GET,Retrieves detailed information about an online ...,,get_online_evaluation_config,select,,,,,
GetPolicy,/policy-engines/{policyEngineId}/policies/{policyId},GET,Retrieves detailed information about a specific...,,get_policy,select,,,,,
GetPolicyEngine,/policy-engines/{policyEngineId},GET,Retrieves detailed information about a specific...,,get_policy_engine,select,,,,,
GetPolicyGeneration,/policy-engines/{policyEngineId}/policy-generations/{policyGenerationId},GET,Retrieves information about a policy generation...,,get_policy_generation,select,,,,,
GetResourcePolicy,/resourcepolicy/{resourceArn},GET,Retrieves the resource-based policy for a speci...,,get_resource_policy,select,,,,,
GetTokenVault,/identities/get-token-vault,POST,Retrieves information about a token vault.,,get_token_vault,select,,,,,
GetWorkloadIdentity,/identities/GetWorkloadIdentity,POST,Retrieves information about a workload identity.,,get_workload_identity,select,,,,,
ListAgentRuntimeEndpoints,/runtimes/{agentRuntimeId}/runtime-endpoints/,POST,Lists all endpoints for a specific Amazon Secur...,,list_agent_runtime_endpoints,select,$.runtimeEndpoints,,,,
ListAgentRuntimeVersions,/runtimes/{agentRuntimeId}/versions/,POST,Lists all versions of a specific Amazon Secure ...,,list_agent_runtime_versions,select,$.agentRuntimes,,,,
ListAgentRuntimes,/runtimes/,POST,Lists all Amazon Secure Agents in your account.,,list_agent_runtimes,select,$.agentRuntimes,,,,
ListApiKeyCredentialProviders,/identities/ListApiKeyCredentialProviders,POST,Lists all API key credential providers in your ...,,list_api_key_credential_providers,select,$.credentialProviders,nextToken,body,nextToken,body
ListBrowsers,/browsers,POST,Lists all custom browsers in your account.,,list_browsers,select,$.browserSummaries,,,,
ListCodeInterpreters,/code-interpreters,POST,Lists all custom code interpreters in your acco...,,list_code_interpreters,select,$.codeInterpreterSummaries,,,,
ListEvaluators,/evaluators,POST,"Lists all available evaluators, including both ...",,list_evaluators,select,$.evaluators,,,,
ListGatewayTargets,/gateways/{gatewayIdentifier}/targets/,GET,Lists all targets for a specific gateway.,,list_gateway_targets,select,$.items,,,,
ListGateways,/gateways/,GET,Lists all gateways in the account.,,list_gateways,select,$.items,,,,
ListMemories,/memories/,POST,Lists the available Amazon Bedrock AgentCore Me...,,list_memories,select,$.memories,nextToken,body,nextToken,body
ListOauth2CredentialProviders,/identities/ListOauth2CredentialProviders,POST,Lists all OAuth2 credential providers in your a...,,list_oauth2_credential_providers,select,$.credentialProviders,nextToken,body,nextToken,body
ListOnlineEvaluationConfigs,/online-evaluation-configs,POST,Lists all online evaluation configurations in t...,,list_online_evaluation_configs,select,$.onlineEvaluationConfigs,,,,
ListPolicies,/policy-engines/{policyEngineId}/policies,GET,Retrieves a list of policies within the AgentCo...,,list_policies,select,$.policies,,,,
ListPolicyEngines,/policy-engines,GET,Retrieves a list of policy engines within the A...,,list_policy_engines,select,$.policyEngines,,,,
ListPolicyGenerationAssets,/policy-engines/{policyEngineId}/policy-generations/{policyGenerationId}/assets,GET,Retrieves a list of generated policy assets fro...,,list_policy_generation_assets,select,$.policyGenerationAssets,,,,
ListPolicyGenerations,/policy-engines/{policyEngineId}/policy-generations,GET,Retrieves a list of policy generation requests ...,,list_policy_generations,select,$.policyGenerations,,,,
ListTagsForResource,/tags/{resourceArn},GET,Lists the tags associated with the specified re...,,list_tags_for_resource,select,,,,,
ListWorkloadIdentities,/identities/ListWorkloadIdentities,POST,Lists all workload identities in your account.,,list_workload_identities,select,$.workloadIdentities,nextToken,body,nextToken,body
PutResourcePolicy,/resourcepolicy/{resourceArn},PUT,Creates or updates a resource-based policy for ...,,put_resource_policy,replace,,,,,
SetTokenVaultCMK,/identities/set-token-vault-cmk,POST,Sets the customer master key (CMK) for a token ...,,set_token_vault_cmk,exec,,,,,
StartPolicyGeneration,/policy-engines/{policyEngineId}/policy-generations,POST,Initiates the AI-powered generation of Cedar po...,,start_policy_generation,exec,,,,,
SynchronizeGatewayTargets,/gateways/{gatewayIdentifier}/synchronizeTargets,PUT,The gateway targets.,,synchronize_gateway_targets,exec,,,,,
TagResource,/tags/{resourceArn},POST,Associates the specified tags to a resource wit...,,tag_resource,exec,,,,,
UntagResource,/tags/{resourceArn},DELETE,Removes the specified tags from the specified r...,,untag_resource,delete,,,,,
UpdateAgentRuntime,/runtimes/{agentRuntimeId}/,PUT,Updates an existing Amazon Secure Agent.,,update_agent_runtime,update,,,,,
UpdateAgentRuntimeEndpoint,/runtimes/{agentRuntimeId}/runtime-endpoints/{endpointName}/,PUT,Updates an existing Amazon Bedrock AgentCore Ru...,,update_agent_runtime_endpoint,update,,,,,
UpdateApiKeyCredentialProvider,/identities/UpdateApiKeyCredentialProvider,POST,Updates an existing API key credential provider.,,update_api_key_credential_provider,update,,,,,
UpdateEvaluator,/evaluators/{evaluatorId},PUT,"Updates a custom evaluator's configuration, des...",,update_evaluator,update,,,,,
UpdateGateway,/gateways/{gatewayIdentifier}/,PUT,Updates an existing gateway.,,update_gateway,update,,,,,
UpdateGatewayTarget,/gateways/{gatewayIdentifier}/targets/{targetId}/,PUT,Updates an existing gateway target.,,update_gateway_target,update,,,,,
UpdateMemory,/memories/{memoryId}/update,PUT,Update an Amazon Bedrock AgentCore Memory resou...,,update_memory,update,,,,,
UpdateOauth2CredentialProvider,/identities/UpdateOauth2CredentialProvider,POST,Updates an existing OAuth2 credential provider.,,update_oauth2_credential_provider,update,,,,,
UpdateOnlineEvaluationConfig,/online-evaluation-configs/{onlineEvaluationConfigId},PUT,Updates an online evaluation configuration's se...,,update_online_evaluation_config,update,,,,,
UpdatePolicy,/policy-engines/{policyEngineId}/policies/{policyId},PUT,Updates an existing policy within the AgentCore...,,update_policy,update,,,,,
UpdatePolicyEngine,/policy-engines/{policyEngineId},PUT,Updates an existing policy engine within the Ag...,,update_policy_engine,update,,,,,
UpdateWorkloadIdentity,/identities/UpdateWorkloadIdentity,POST,Updates an existing workload identity.,,update_workload_identity,update,,,,,
