operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
ListManagedNotificationChannelAssociations,/channels/list-managed-notification-channel-associations,GET,Returns a list of Account contacts and Channels...,managed_notification_channel_associations,list_managed_notification_channel_associations,select,$.channelAssociations,,,,
ListManagedNotificationChildEvents,/list-managed-notification-child-events/{aggregateManagedNotificationEventArn},GET,Returns a list of `ManagedNotificationChildEven...,managed_notification_child_events,list_managed_notification_child_events,select,$.managedNotificationChildEvents,,,,
ListManagedNotificationConfigurations,/managed-notification-configurations,GET,Returns a list of Managed Notification Configur...,managed_notification_configurations,list_managed_notification_configurations,select,$.managedNotificationConfigurations,,,,
ListManagedNotificationEvents,/managed-notification-events,GET,Returns a list of Managed Notification Events a...,managed_notification_events,list_managed_notification_events,select,$.managedNotificationEvents,,,,
ListMemberAccounts,/list-member-accounts,GET,Returns a list of member accounts associated wi...,member_accounts,list_member_accounts,select,$.memberAccounts,,,,
ListNotificationConfigurations,/notification-configurations,GET,Returns a list of abbreviated `NotificationConf...,notification_configurations,list_notification_configurations,select,$.notificationConfigurations,,,,
ListNotificationEvents,/notification-events,GET,Returns a list of `NotificationEvents` accordin...,notification_events,list_notification_events,select,$.notificationEvents,,,,
ListNotificationHubs,/notification-hubs,GET,Returns a list of `NotificationHubs`.,notification_hubs,list_notification_hubs,select,$.notificationHubs,,,,
ListOrganizationalUnits,/organizational-units,GET,Returns a list of organizational units associat...,organizational_units,list_organizational_units,select,$.organizationalUnits,,,,
ListTagsForResource,/tags/{arn},GET,Returns a list of tags for a specified Amazon R...,tags,list_tags_for_resource,select,,,,,
RegisterNotificationHub,/notification-hubs,POST,Registers a `NotificationConfiguration` in the ...,notification_hubs,register_notification_hub,exec,,,,,
TagResource,/tags/{arn},POST,Tags the resource with a tag key and value. For...,tags,tag_resource,exec,,,,,
UntagResource,/tags/{arn},DELETE,Untags a resource with a specified Amazon Resou...,tags,untag_resource,delete,,,,,
UpdateEventRule,/event-rules/{arn},PUT,Updates an existing `EventRule`.,event_rules,update_event_rule,update,,,,,
UpdateNotificationConfiguration,/notification-configurations/{arn},PUT,Updates a `NotificationConfiguration`.,notification_configurations,update_notification_configuration,update,,,,,
