operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
DeleteVerifiedDestinationNumber,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteVerifiedDestinationNumber,POST,Delete a verified destination phone number.,,delete_verified_destination_number,delete,,,,,
DeleteVoiceMessageSpendLimitOverride,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteVoiceMessageSpendLimitOverride,POST,Deletes an account level monthly spend limit ov...,,delete_voice_message_spend_limit_override,delete,,,,,
DescribeAccountAttributes,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeAccountAttributes,POST,Describes attributes of your Amazon Web Service...,,describe_account_attributes,select,$.AccountAttributes,,,,
DescribeAccountLimits,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeAccountLimits,POST,Describes the current End User MessagingSMS SMS...,,describe_account_limits,select,$.AccountLimits,,,,
DescribeConfigurationSets,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeConfigurationSets,POST,Describes the specified configuration sets or a...,,describe_configuration_sets,select,$.ConfigurationSets,,,,
DescribeKeywords,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeKeywords,POST,Describes the specified keywords or all keyword...,,describe_keywords,select,$.Keywords,,,,
DescribeOptOutLists,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeOptOutLists,POST,Describes the specified opt-out list or all opt...,,describe_opt_out_lists,select,$.OptOutLists,,,,
DescribeOptedOutNumbers,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeOptedOutNumbers,POST,Describes the specified opted out destination n...,,describe_opted_out_numbers,select,$.OptedOutNumbers,,,,
DescribePhoneNumbers,/#X-Amz-Target=PinpointSMSVoiceV2.DescribePhoneNumbers,POST,Describes the specified origination phone numbe...,,describe_phone_numbers,select,$.PhoneNumbers,,,,
DescribePools,/#X-Amz-Target=PinpointSMSVoiceV2.DescribePools,POST,Retrieves the specified pools or all pools asso...,,describe_pools,select,$.Pools,,,,
DescribeProtectConfigurations,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeProtectConfigurations,POST,Retrieves the protect configurations that match...,,describe_protect_configurations,select,$.ProtectConfigurations,,,,
DescribeRegistrationAttachments,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeRegistrationAttachments,POST,Retrieves the specified registration attachment...,,describe_registration_attachments,select,$.RegistrationAttachments,,,,
DescribeRegistrationFieldDefinitions,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeRegistrationFieldDefinitions,POST,Retrieves the specified registration type field...,,describe_registration_field_definitions,select,$.RegistrationFieldDefinitions,,,,
DescribeRegistrationFieldValues,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeRegistrationFieldValues,POST,Retrieves the specified registration field values.,,describe_registration_field_values,select,$.RegistrationFieldValues,,,,
DescribeRegistrationSectionDefinitions,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeRegistrationSectionDefinitions,POST,Retrieves the specified registration section de...,,describe_registration_section_definitions,select,$.RegistrationSectionDefinitions,,,,
DescribeRegistrationTypeDefinitions,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeRegistrationTypeDefinitions,POST,Retrieves the specified registration type defin...,,describe_registration_type_definitions,select,$.RegistrationTypeDefinitions,,,,
DescribeRegistrationVersions,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeRegistrationVersions,POST,Retrieves the specified registration version.,,describe_registration_versions,select,$.RegistrationVersions,,,,
DescribeRegistrations,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeRegistrations,POST,Retrieves the specified registrations.,,describe_registrations,select,$.Registrations,,,,
DescribeSenderIds,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeSenderIds,POST,Describes the specified SenderIds or all Sender...,,describe_sender_ids,select,$.SenderIds,,,,
DescribeSpendLimits,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeSpendLimits,POST,Describes the current monthly spend limits for ...,,describe_spend_limits,select,$.SpendLimits,,,,
DescribeVerifiedDestinationNumbers,/#X-Amz-Target=PinpointSMSVoiceV2.DescribeVerifiedDestinationNumbers,POST,Retrieves the specified verified destination nu...,,describe_verified_destination_numbers,select,$.VerifiedDestinationNumbers,,,,
DisassociateOriginationIdentity,/#X-Amz-Target=PinpointSMSVoiceV2.DisassociateOriginationIdentity,POST,Removes the specified origination identity from...,,disassociate_origination_identity,exec,,,,,
DisassociateProtectConfiguration,/#X-Amz-Target=PinpointSMSVoiceV2.DisassociateProtectConfiguration,POST,Disassociate a protect configuration from a con...,,disassociate_protect_configuration,exec,,,,,
DiscardRegistrationVersion,/#X-Amz-Target=PinpointSMSVoiceV2.DiscardRegistrationVersion,POST,Discard the current version of the registration.,,discard_registration_version,exec,,,,,
GetProtectConfigurationCountryRuleSet,/#X-Amz-Target=PinpointSMSVoiceV2.GetProtectConfigurationCountryRuleSet,POST,Retrieve the CountryRuleSet for the specified N...,,get_protect_configuration_country_rule_set,select,,,,,
GetResourcePolicy,/#X-Amz-Target=PinpointSMSVoiceV2.GetResourcePolicy,POST,Retrieves the JSON text of the resource-based p...,,get_resource_policy,select,,,,,
ListPoolOriginationIdentities,/#X-Amz-Target=PinpointSMSVoiceV2.ListPoolOriginationIdentities,POST,Lists all associated origination identities in ...,,list_pool_origination_identities,select,$.OriginationIdentities,,,,
ListProtectConfigurationRuleSetNumberOverrides,/#X-Amz-Target=PinpointSMSVoiceV2.ListProtectConfigurationRuleSetNumberOverrides,POST,Retrieve all of the protect configuration rule ...,,list_protect_configuration_rule_set_number_overrides,select,$.RuleSetNumberOverrides,,,,
ListRegistrationAssociations,/#X-Amz-Target=PinpointSMSVoiceV2.ListRegistrationAssociations,POST,Retrieve all of the origination identities that...,,list_registration_associations,select,$.RegistrationAssociations,,,,
ListTagsForResource,/#X-Amz-Target=PinpointSMSVoiceV2.ListTagsForResource,POST,List all tags associated with a resource.,,list_tags_for_resource,select,,,,,
PutKeyword,/#X-Amz-Target=PinpointSMSVoiceV2.PutKeyword,POST,Creates or updates a keyword configuration on a...,,put_keyword,replace,,,,,
PutMessageFeedback,/#X-Amz-Target=PinpointSMSVoiceV2.PutMessageFeedback,POST,Set the MessageFeedbackStatus as `RECEIVED` or ...,,put_message_feedback,replace,,,,,
PutOptedOutNumber,/#X-Amz-Target=PinpointSMSVoiceV2.PutOptedOutNumber,POST,Creates an opted out destination phone number i...,,put_opted_out_number,replace,,,,,
PutProtectConfigurationRuleSetNumberOverride,/#X-Amz-Target=PinpointSMSVoiceV2.PutProtectConfigurationRuleSetNumberOverride,POST,Create or update a phone number rule override a...,,put_protect_configuration_rule_set_number_override,replace,,,,,
PutRegistrationFieldValue,/#X-Amz-Target=PinpointSMSVoiceV2.PutRegistrationFieldValue,POST,Creates or updates a field value for a registra...,,put_registration_field_value,replace,,,,,
PutResourcePolicy,/#X-Amz-Target=PinpointSMSVoiceV2.PutResourcePolicy,POST,Attaches a resource-based policy to a End User ...,,put_resource_policy,replace,,,,,
ReleasePhoneNumber,/#X-Amz-Target=PinpointSMSVoiceV2.ReleasePhoneNumber,POST,Releases an existing origination phone number i...,,release_phone_number,exec,,,,,
ReleaseSenderId,/#X-Amz-Target=PinpointSMSVoiceV2.ReleaseSenderId,POST,Releases an existing sender ID in your account.,,release_sender_id,exec,,,,,
RequestPhoneNumber,/#X-Amz-Target=PinpointSMSVoiceV2.RequestPhoneNumber,POST,Request an origination phone number for use in ...,,request_phone_number,exec,,,,,
RequestSenderId,/#X-Amz-Target=PinpointSMSVoiceV2.RequestSenderId,POST,Request a new sender ID that doesn't require re...,,request_sender_id,exec,,,,,
SendDestinationNumberVerificationCode,/#X-Amz-Target=PinpointSMSVoiceV2.SendDestinationNumberVerificationCode,POST,Before you can send test messages to a verified...,,send_destination_number_verification_code,exec,,,,,
SendMediaMessage,/#X-Amz-Target=PinpointSMSVoiceV2.SendMediaMessage,POST,Creates a new multimedia message (MMS) and send...,,send_media_message,exec,,,,,
SendTextMessage,/#X-Amz-Target=PinpointSMSVoiceV2.SendTextMessage,POST,Creates a new text message and sends it to a re...,,send_text_message,exec,,,,,
SendVoiceMessage,/#X-Amz-Target=PinpointSMSVoiceV2.SendVoiceMessage,POST,Allows you to send a request that sends a voice...,,send_voice_message,exec,,,,,
SetAccountDefaultProtectConfiguration,/#X-Amz-Target=PinpointSMSVoiceV2.SetAccountDefaultProtectConfiguration,POST,Set a protect configuration as your account def...,,set_account_default_protect_configuration,exec,,,,,
SetDefaultMessageFeedbackEnabled,/#X-Amz-Target=PinpointSMSVoiceV2.SetDefaultMessageFeedbackEnabled,POST,Sets a configuration set's default for message ...,,set_default_message_feedback_enabled,exec,,,,,
SetDefaultMessageType,/#X-Amz-Target=PinpointSMSVoiceV2.SetDefaultMessageType,POST,Sets the default message type on a configuratio...,,set_default_message_type,exec,,,,,
SetDefaultSenderId,/#X-Amz-Target=PinpointSMSVoiceV2.SetDefaultSenderId,POST,Sets default sender ID on a configuration set. ...,,set_default_sender_id,exec,,,,,
SetMediaMessageSpendLimitOverride,/#X-Amz-Target=PinpointSMSVoiceV2.SetMediaMessageSpendLimitOverride,POST,Sets an account level monthly spend limit overr...,,set_media_message_spend_limit_override,exec,,,,,
SetTextMessageSpendLimitOverride,/#X-Amz-Target=PinpointSMSVoiceV2.SetTextMessageSpendLimitOverride,POST,Sets an account level monthly spend limit overr...,,set_text_message_spend_limit_override,exec,,,,,
SetVoiceMessageSpendLimitOverride,/#X-Amz-Target=PinpointSMSVoiceV2.SetVoiceMessageSpendLimitOverride,POST,Sets an account level monthly spend limit overr...,,set_voice_message_spend_limit_override,exec,,,,,
SubmitRegistrationVersion,/#X-Amz-Target=PinpointSMSVoiceV2.SubmitRegistrationVersion,POST,Submit the specified registration for review an...,,submit_registration_version,exec,,,,,
TagResource,/#X-Amz-Target=PinpointSMSVoiceV2.TagResource,POST,Adds or overwrites only the specified tags for ...,,tag_resource,exec,,,,,
UntagResource,/#X-Amz-Target=PinpointSMSVoiceV2.UntagResource,POST,Removes the association of the specified tags f...,,untag_resource,exec,,,,,
UpdateEventDestination,/#X-Amz-Target=PinpointSMSVoiceV2.UpdateEventDestination,POST,Updates an existing event destination in a conf...,,update_event_destination,update,,,,,
UpdatePhoneNumber,/#X-Amz-Target=PinpointSMSVoiceV2.UpdatePhoneNumber,POST,Updates the configuration of an existing origin...,,update_phone_number,update,,,,,
UpdatePool,/#X-Amz-Target=PinpointSMSVoiceV2.UpdatePool,POST,Updates the configuration of an existing pool. ...,,update_pool,update,,,,,
UpdateProtectConfiguration,/#X-Amz-Target=PinpointSMSVoiceV2.UpdateProtectConfiguration,POST,Update the setting for an existing protect conf...,,update_protect_configuration,update,,,,,
UpdateProtectConfigurationCountryRuleSet,/#X-Amz-Target=PinpointSMSVoiceV2.UpdateProtectConfigurationCountryRuleSet,POST,"Update a country rule set to `ALLOW`, `BLOCK`, ...",,update_protect_configuration_country_rule_set,update,,,,,
UpdateSenderId,/#X-Amz-Target=PinpointSMSVoiceV2.UpdateSenderId,POST,Updates the configuration of an existing sender...,,update_sender_id,update,,,,,
VerifyDestinationNumber,/#X-Amz-Target=PinpointSMSVoiceV2.VerifyDestinationNumber,POST,Use the verification code that was received by ...,,verify_destination_number,exec,,,,,
