operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
GetWirelessDeviceImportTask,/wireless_device_import_task/{Id},GET,Get information about an import task and count ...,wireless_device_import_tasks,get_wireless_device_import_task,select,,,,,
ListDevicesForWirelessDeviceImportTask,/wireless_device_import_task,GET,List the Sidewalk devices in an import task and...,wireless_device_import_tasks,list_devices_for_wireless_device_import_task,select,,,,,
ListWirelessDeviceImportTasks,/wireless_device_import_tasks,GET,List of import tasks and summary information of...,wireless_device_import_tasks,list_wireless_device_import_tasks,select,,,,,
StartSingleWirelessDeviceImportTask,/wireless_single_device_import_task,POST,Start import task for a single wireless device.,wireless_device_import_tasks,start_single_wireless_device_import_task,exec,,,,,
StartWirelessDeviceImportTask,/wireless_device_import_task,POST,Start import task for provisioning Sidewalk dev...,wireless_device_import_tasks,start_wireless_device_import_task,exec,,,,,
UpdateWirelessDeviceImportTask,/wireless_device_import_task/{Id},PATCH,Update an import task to add more devices to th...,wireless_device_import_tasks,update_wireless_device_import_task,update,,,,,
AssociateWirelessDeviceWithThing,/wireless-devices/{Id}/thing,PUT,Associates a wireless device with a thing.,wireless_devices,associate_wireless_device_with_thing,exec,,,,,
CreateWirelessDevice,/wireless-devices,POST,Provisions a wireless device.,wireless_devices,create_wireless_device,insert,,,,,
DeleteWirelessDevice,/wireless-devices/{Id},DELETE,Deletes a wireless device.,wireless_devices,delete_wireless_device,delete,,,,,
DeregisterWirelessDevice,/wireless-devices/{Identifier}/deregister,PATCH,Deregister a wireless device from AWS IoT Wirel...,wireless_devices,deregister_wireless_device,exec,,,,,
DisassociateWirelessDeviceFromThing,/wireless-devices/{Id}/thing,DELETE,Disassociates a wireless device from its curren...,wireless_devices,disassociate_wireless_device_from_thing,exec,,,,,
GetWirelessDevice,/wireless-devices/{Identifier},GET,Gets information about a wireless device.,wireless_devices,get_wireless_device,select,,,,,
GetWirelessDeviceStatistics,/wireless-devices/{WirelessDeviceId}/statistics,GET,Gets operating information about a wireless dev...,wireless_devices,get_wireless_device_statistics,select,,,,,
ListWirelessDevices,/wireless-devices,GET,Lists the wireless devices registered to your A...,wireless_devices,list_wireless_devices,select,,,,,
SendDataToWirelessDevice,/wireless-devices/{Id}/data,POST,Sends a decrypted application data frame to a d...,wireless_devices,send_data_to_wireless_device,exec,,,,,
TestWirelessDevice,/wireless-devices/{Id}/test,POST,Simulates a provisioned device by sending an up...,wireless_devices,test_wireless_device,exec,,,,,
UpdateWirelessDevice,/wireless-devices/{Id},PATCH,Updates properties of a wireless device.,wireless_devices,update_wireless_device,update,,,,,
CreateWirelessGatewayTaskDefinition,/wireless-gateway-task-definitions,POST,Creates a gateway task definition.,wireless_gateway_task_definitions,create_wireless_gateway_task_definition,insert,,,,,
DeleteWirelessGatewayTaskDefinition,/wireless-gateway-task-definitions/{Id},DELETE,Deletes a wireless gateway task definition. Del...,wireless_gateway_task_definitions,delete_wireless_gateway_task_definition,delete,,,,,
GetWirelessGatewayTaskDefinition,/wireless-gateway-task-definitions/{Id},GET,Gets information about a wireless gateway task ...,wireless_gateway_task_definitions,get_wireless_gateway_task_definition,select,,,,,
ListWirelessGatewayTaskDefinitions,/wireless-gateway-task-definitions,GET,List the wireless gateway tasks definitions reg...,wireless_gateway_task_definitions,list_wireless_gateway_task_definitions,select,,,,,
CreateWirelessGatewayTask,/wireless-gateways/{Id}/tasks,POST,Creates a task for a wireless gateway.,wireless_gateway_tasks,create_wireless_gateway_task,insert,,,,,
DeleteWirelessGatewayTask,/wireless-gateways/{Id}/tasks,DELETE,Deletes a wireless gateway task.,wireless_gateway_tasks,delete_wireless_gateway_task,delete,,,,,
GetWirelessGatewayTask,/wireless-gateways/{Id}/tasks,GET,Gets information about a wireless gateway task.,wireless_gateway_tasks,get_wireless_gateway_task,select,,,,,
AssociateWirelessGatewayWithCertificate,/wireless-gateways/{Id}/certificate,PUT,Associates a wireless gateway with a certificate.,wireless_gateways,associate_wireless_gateway_with_certificate,exec,,,,,
AssociateWirelessGatewayWithThing,/wireless-gateways/{Id}/thing,PUT,Associates a wireless gateway with a thing.,wireless_gateways,associate_wireless_gateway_with_thing,exec,,,,,
CreateWirelessGateway,/wireless-gateways,POST,Provisions a wireless gateway. When provisionin...,wireless_gateways,create_wireless_gateway,insert,,,,,
DeleteWirelessGateway,/wireless-gateways/{Id},DELETE,Deletes a wireless gateway. When deleting a wir...,wireless_gateways,delete_wireless_gateway,delete,,,,,
DisassociateWirelessGatewayFromCertificate,/wireless-gateways/{Id}/certificate,DELETE,Disassociates a wireless gateway from its curre...,wireless_gateways,disassociate_wireless_gateway_from_certificate,exec,,,,,
DisassociateWirelessGatewayFromThing,/wireless-gateways/{Id}/thing,DELETE,Disassociates a wireless gateway from its curre...,wireless_gateways,disassociate_wireless_gateway_from_thing,exec,,,,,
GetWirelessGateway,/wireless-gateways/{Identifier},GET,Gets information about a wireless gateway.,wireless_gateways,get_wireless_gateway,select,,,,,
GetWirelessGatewayCertificate,/wireless-gateways/{Id}/certificate,GET,Gets the ID of the certificate that is currentl...,wireless_gateways,get_wireless_gateway_certificate,select,,,,,
GetWirelessGatewayFirmwareInformation,/wireless-gateways/{Id}/firmware-information,GET,Gets the firmware version and other information...,wireless_gateways,get_wireless_gateway_firmware_information,select,,,,,
GetWirelessGatewayStatistics,/wireless-gateways/{WirelessGatewayId}/statistics,GET,Gets operating information about a wireless gat...,wireless_gateways,get_wireless_gateway_statistics,select,,,,,
ListWirelessGateways,/wireless-gateways,GET,Lists the wireless gateways registered to your ...,wireless_gateways,list_wireless_gateways,select,,,,,
UpdateWirelessGateway,/wireless-gateways/{Id},PATCH,Updates properties of a wireless gateway.,wireless_gateways,update_wireless_gateway,update,,,,,
