operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
ListBillEstimateInputCommitmentModifications,/#X-Amz-Target=AWSBCMPricingCalculator.ListBillEstimateInputCommitmentModifications,POST,Lists the input commitment modifications associ...,,list_bill_estimate_input_commitment_modifications,select,$.items,,,,
ListBillEstimateInputUsageModifications,/#X-Amz-Target=AWSBCMPricingCalculator.ListBillEstimateInputUsageModifications,POST,Lists the input usage modifications associated ...,,list_bill_estimate_input_usage_modifications,select,$.items,,,,
ListBillEstimateLineItems,/#X-Amz-Target=AWSBCMPricingCalculator.ListBillEstimateLineItems,POST,Lists the line items associated with a bill est...,,list_bill_estimate_line_items,select,$.items,,,,
ListBillEstimates,/#X-Amz-Target=AWSBCMPricingCalculator.ListBillEstimates,POST,Lists all bill estimates for the account.,,list_bill_estimates,select,$.items,,,,
ListBillScenarioCommitmentModifications,/#X-Amz-Target=AWSBCMPricingCalculator.ListBillScenarioCommitmentModifications,POST,Lists the commitment modifications associated w...,,list_bill_scenario_commitment_modifications,select,$.items,,,,
ListBillScenarioUsageModifications,/#X-Amz-Target=AWSBCMPricingCalculator.ListBillScenarioUsageModifications,POST,Lists the usage modifications associated with a...,,list_bill_scenario_usage_modifications,select,$.items,,,,
ListBillScenarios,/#X-Amz-Target=AWSBCMPricingCalculator.ListBillScenarios,POST,Lists all bill scenarios for the account.,,list_bill_scenarios,select,$.items,,,,
ListTagsForResource,/#X-Amz-Target=AWSBCMPricingCalculator.ListTagsForResource,POST,Lists all tags associated with a specified reso...,,list_tags_for_resource,select,,,,,
ListWorkloadEstimateUsage,/#X-Amz-Target=AWSBCMPricingCalculator.ListWorkloadEstimateUsage,POST,Lists the usage associated with a workload esti...,,list_workload_estimate_usage,select,$.items,,,,
ListWorkloadEstimates,/#X-Amz-Target=AWSBCMPricingCalculator.ListWorkloadEstimates,POST,Lists all workload estimates for the account.,,list_workload_estimates,select,$.items,,,,
TagResource,/#X-Amz-Target=AWSBCMPricingCalculator.TagResource,POST,Adds one or more tags to a specified resource.,,tag_resource,exec,,,,,
UntagResource,/#X-Amz-Target=AWSBCMPricingCalculator.UntagResource,POST,Removes one or more tags from a specified resou...,,untag_resource,exec,,,,,
UpdateBillEstimate,/#X-Amz-Target=AWSBCMPricingCalculator.UpdateBillEstimate,POST,Updates an existing bill estimate.,,update_bill_estimate,update,,,,,
UpdateBillScenario,/#X-Amz-Target=AWSBCMPricingCalculator.UpdateBillScenario,POST,Updates an existing bill scenario.,,update_bill_scenario,update,,,,,
UpdatePreferences,/#X-Amz-Target=AWSBCMPricingCalculator.UpdatePreferences,POST,Updates the preferences for Pricing Calculator.,,update_preferences,update,,,,,
UpdateWorkloadEstimate,/#X-Amz-Target=AWSBCMPricingCalculator.UpdateWorkloadEstimate,POST,Updates an existing workload estimate.,,update_workload_estimate,update,,,,,
