operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
ListVpcEndpoints,/#X-Amz-Target=OpenSearchServerless.ListVpcEndpoints,POST,Returns the OpenSearch Serverless-managed inter...,,list_vpc_endpoints,select,,,,,
TagResource,/#X-Amz-Target=OpenSearchServerless.TagResource,POST,Associates tags with an OpenSearch Serverless r...,,tag_resource,exec,,,,,
UntagResource,/#X-Amz-Target=OpenSearchServerless.UntagResource,POST,Removes a tag or set of tags from an OpenSearch...,,untag_resource,exec,,,,,
UpdateAccessPolicy,/#X-Amz-Target=OpenSearchServerless.UpdateAccessPolicy,POST,Updates an OpenSearch Serverless access policy....,,update_access_policy,update,,,,,
UpdateAccountSettings,/#X-Amz-Target=OpenSearchServerless.UpdateAccountSettings,POST,Update the OpenSearch Serverless settings for t...,,update_account_settings,update,,,,,
UpdateCollection,/#X-Amz-Target=OpenSearchServerless.UpdateCollection,POST,Updates an OpenSearch Serverless collection.,,update_collection,update,,,,,
UpdateIndex,/#X-Amz-Target=OpenSearchServerless.UpdateIndex,POST,Updates an existing index in an OpenSearch Serv...,,update_index,update,,,,,
UpdateLifecyclePolicy,/#X-Amz-Target=OpenSearchServerless.UpdateLifecyclePolicy,POST,Updates an OpenSearch Serverless access policy....,,update_lifecycle_policy,update,,,,,
UpdateSecurityConfig,/#X-Amz-Target=OpenSearchServerless.UpdateSecurityConfig,POST,Updates a security configuration for OpenSearch...,,update_security_config,update,,,,,
UpdateSecurityPolicy,/#X-Amz-Target=OpenSearchServerless.UpdateSecurityPolicy,POST,Updates an OpenSearch Serverless security polic...,,update_security_policy,update,,,,,
UpdateVpcEndpoint,/#X-Amz-Target=OpenSearchServerless.UpdateVpcEndpoint,POST,Updates an OpenSearch Serverless-managed interf...,,update_vpc_endpoint,update,,,,,
