operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
DeleteApplication,/2021-01-01/opensearch/application/{id},DELETE,Deletes a specified OpenSearch application.,applications,delete_application,delete,,,,,
DeleteDataSource,/2021-01-01/opensearch/domain/{DomainName}/dataSource/{Name},DELETE,Deletes a direct-query data source. For more in...,data_sources,delete_data_source,delete,,,,,
DeleteDirectQueryDataSource,/2021-01-01/opensearch/directQueryDataSource/{DataSourceName},DELETE,Deletes a previously configured direct query da...,direct_query_data_sources,delete_direct_query_data_source,delete,,,,,
DeleteDomain,/2021-01-01/opensearch/domain/{DomainName},DELETE,Deletes an Amazon OpenSearch Service domain and...,domains,delete_domain,delete,,,,,
DeleteInboundConnection,/2021-01-01/opensearch/cc/inboundConnection/{ConnectionId},DELETE,Allows the destination Amazon OpenSearch Servic...,inbound_connections,delete_inbound_connection,delete,,,,,
DeleteIndex,/2021-01-01/opensearch/domain/{DomainName}/index/{IndexName},DELETE,Deletes an OpenSearch index. This operation per...,indexes,delete_index,delete,,,,,
DeleteOutboundConnection,/2021-01-01/opensearch/cc/outboundConnection/{ConnectionId},DELETE,Allows the source Amazon OpenSearch Service dom...,outbound_connections,delete_outbound_connection,delete,,,,,
DeletePackage,/2021-01-01/packages/{PackageID},DELETE,Deletes an Amazon OpenSearch Service package. F...,packages,delete_package,delete,,,,,
DeleteVpcEndpoint,/2021-01-01/opensearch/vpcEndpoints/{VpcEndpointId},DELETE,Deletes an Amazon OpenSearch Service-managed in...,vpc_endpoints,delete_vpc_endpoint,delete,,,,,
DescribeDomain,/2021-01-01/opensearch/domain/{DomainName},GET,Describes the domain configuration for the spec...,domains,describe_domain,select,,,,,
DescribeDomainAutoTunes,/2021-01-01/opensearch/domain/{DomainName}/autoTunes,GET,Returns the list of optimizations that Auto-Tun...,domain_auto_tunes,describe_domain_auto_tunes,select,,NextToken,body,NextToken,body
DescribeDomainChangeProgress,/2021-01-01/opensearch/domain/{DomainName}/progress,GET,Returns information about the current blue/gree...,domain_change_progress,describe_domain_change_progress,select,,,,,
DescribeDomainConfig,/2021-01-01/opensearch/domain/{DomainName}/config,GET,Returns the configuration of an Amazon OpenSear...,domain_configs,describe_domain_config,select,,,,,
DescribeDomainHealth,/2021-01-01/opensearch/domain/{DomainName}/health,GET,Returns information about domain and node healt...,domain_health,describe_domain_health,select,,,,,
DescribeDomainNodes,/2021-01-01/opensearch/domain/{DomainName}/nodes,GET,"Returns information about domain and nodes, inc...",domain_nodes,describe_domain_nodes,select,,,,,
DescribeDomains,/2021-01-01/opensearch/domain-info,POST,Returns domain configuration information about ...,domains,describe_domains,select,,,,,
DescribeDryRunProgress,/2021-01-01/opensearch/domain/{DomainName}/dryRun,GET,Describes the progress of a pre-update dry run ...,dry_run_progress,describe_dry_run_progress,select,,,,,
DescribeInboundConnections,/2021-01-01/opensearch/cc/inboundConnection/search,POST,Lists all the inbound cross-cluster search conn...,inbound_connections,describe_inbound_connections,select,,NextToken,body,NextToken,body
DescribeInstanceTypeLimits,/2021-01-01/opensearch/instanceTypeLimits/{EngineVersion}/{InstanceType},GET,"Describes the instance count, storage, and mast...",instance_type_limits,describe_instance_type_limits,select,,,,,
DescribeOutboundConnections,/2021-01-01/opensearch/cc/outboundConnection/search,POST,Lists all the outbound cross-cluster connection...,outbound_connections,describe_outbound_connections,select,,NextToken,body,NextToken,body
DescribePackages,/2021-01-01/packages/describe,POST,Describes all packages available to OpenSearch ...,packages,describe_packages,select,,NextToken,body,NextToken,body
DescribeReservedInstanceOfferings,/2021-01-01/opensearch/reservedInstanceOfferings,GET,Describes the available Amazon OpenSearch Servi...,reserved_instance_offerings,describe_reserved_instance_offerings,select,,,,,
DescribeReservedInstances,/2021-01-01/opensearch/reservedInstances,GET,Describes the Amazon OpenSearch Service instanc...,reserved_instances,describe_reserved_instances,select,,,,,
DescribeVpcEndpoints,/2021-01-01/opensearch/vpcEndpoints/describe,POST,Describes one or more Amazon OpenSearch Service...,vpc_endpoints,describe_vpc_endpoints,select,,,,,
DissociatePackage,/2021-01-01/packages/dissociate/{PackageID}/{DomainName},POST,Removes a package from the specified Amazon Ope...,package_associations,dissociate_package,exec,,,,,
DissociatePackages,/2021-01-01/packages/dissociateMultiple,POST,Dissociates multiple packages from a domain sim...,package_associations,dissociate_packages,exec,,,,,
GetApplication,/2021-01-01/opensearch/application/{id},GET,Retrieves the configuration and status of an ex...,applications,get_application,select,,,,,
GetCompatibleVersions,/2021-01-01/opensearch/compatibleVersions,GET,Returns a map of OpenSearch or Elasticsearch ve...,compatible_versions,get_compatible_versions,select,,,,,
GetDataSource,/2021-01-01/opensearch/domain/{DomainName}/dataSource/{Name},GET,Retrieves information about a direct query data...,data_sources,get_data_source,select,,,,,
GetDefaultApplicationSetting,/2021-01-01/opensearch/defaultApplicationSetting,GET,Gets the ARN of the current default application...,default_application_settings,get_default_application_setting,select,,,,,
GetDirectQueryDataSource,/2021-01-01/opensearch/directQueryDataSource/{DataSourceName},GET,Returns detailed configuration information for ...,direct_query_data_sources,get_direct_query_data_source,select,,,,,
GetDomainMaintenanceStatus,/2021-01-01/opensearch/domain/{DomainName}/domainMaintenance,GET,The status of the maintenance action.,domain_maintenances,get_domain_maintenance_status,select,,,,,
GetIndex,/2021-01-01/opensearch/domain/{DomainName}/index/{IndexName},GET,Retrieves information about an OpenSearch index...,indexes,get_index,select,,,,,
GetPackageVersionHistory,/2021-01-01/packages/{PackageID}/history,GET,Returns a list of Amazon OpenSearch Service pac...,packages,get_package_version_history,select,,,,,
GetUpgradeHistory,/2021-01-01/opensearch/upgradeDomain/{DomainName}/history,GET,Retrieves the complete history of the last 10 u...,domain_upgrades,get_upgrade_history,select,,,,,
GetUpgradeStatus,/2021-01-01/opensearch/upgradeDomain/{DomainName}/status,GET,Returns the most recent status of the last upgr...,domain_upgrades,get_upgrade_status,select,,,,,
ListApplications,/2021-01-01/opensearch/list-applications,GET,Lists all OpenSearch applications under your ac...,applications,list_applications,select,$.ApplicationSummaries,nextToken,query,nextToken,body
ListDataSources,/2021-01-01/opensearch/domain/{DomainName}/dataSource,GET,Lists direct-query data sources for a specific ...,data_sources,list_data_sources,select,,,,,
ListDirectQueryDataSources,/2021-01-01/opensearch/directQueryDataSource,GET,Lists an inventory of all the direct query data...,direct_query_data_sources,list_direct_query_data_sources,select,,,,,
ListDomainMaintenances,/2021-01-01/opensearch/domain/{DomainName}/domainMaintenances,GET,A list of maintenance actions for the domain.,domain_maintenances,list_domain_maintenances,select,,,,,
ListDomainNames,/2021-01-01/domain,GET,Returns the names of all Amazon OpenSearch Serv...,domains,list_domain_names,select,,,,,
ListDomainsForPackage,/2021-01-01/packages/{PackageID}/domains,GET,Lists all Amazon OpenSearch Service domains ass...,package_associations,list_domains_for_package,select,,,,,
ListInstanceTypeDetails,/2021-01-01/opensearch/instanceTypeDetails/{EngineVersion},GET,Lists all instance types and available features...,instance_type_details,list_instance_type_details,select,,,,,
ListPackagesForDomain,/2021-01-01/domain/{DomainName}/packages,GET,Lists all packages associated with an Amazon Op...,package_associations,list_packages_for_domain,select,,,,,
ListScheduledActions,/2021-01-01/opensearch/domain/{DomainName}/scheduledActions,GET,Retrieves a list of configuration changes that ...,scheduled_actions,list_scheduled_actions,select,,,,,
ListTags,/2021-01-01/tags,GET,Returns all resource tags for an Amazon OpenSea...,tags,list_tags,select,,,,,
ListVersions,/2021-01-01/opensearch/versions,GET,Lists all versions of OpenSearch and Elasticsea...,versions,list_versions,select,,,,,
ListVpcEndpointAccess,/2021-01-01/opensearch/domain/{DomainName}/listVpcEndpointAccess,GET,Retrieves information about each Amazon Web Ser...,vpc_endpoint_access,list_vpc_endpoint_access,select,,,,,
ListVpcEndpoints,/2021-01-01/opensearch/vpcEndpoints,GET,Retrieves all Amazon OpenSearch Service-managed...,vpc_endpoints,list_vpc_endpoints,select,,,,,
ListVpcEndpointsForDomain,/2021-01-01/opensearch/domain/{DomainName}/vpcEndpoints,GET,Retrieves all Amazon OpenSearch Service-managed...,vpc_endpoints,list_vpc_endpoints_for_domain,select,,,,,
PurchaseReservedInstanceOffering,/2021-01-01/opensearch/purchaseReservedInstanceOffering,POST,Allows you to purchase Amazon OpenSearch Servic...,reserved_instances,purchase_reserved_instance_offering,exec,,,,,
PutDefaultApplicationSetting,/2021-01-01/opensearch/defaultApplicationSetting,PUT,Sets the default application to the application...,default_application_settings,put_default_application_setting,replace,,,,,
RejectInboundConnection,/2021-01-01/opensearch/cc/inboundConnection/{ConnectionId}/reject,PUT,Allows the remote Amazon OpenSearch Service dom...,inbound_connections,reject_inbound_connection,exec,,,,,
RemoveTags,/2021-01-01/tags-removal,POST,Removes the specified set of tags from an Amazo...,tags,remove_tags,exec,,,,,
RevokeVpcEndpointAccess,/2021-01-01/opensearch/domain/{DomainName}/revokeVpcEndpointAccess,POST,Revokes access to an Amazon OpenSearch Service ...,vpc_endpoint_access,revoke_vpc_endpoint_access,exec,,,,,
StartDomainMaintenance,/2021-01-01/opensearch/domain/{DomainName}/domainMaintenance,POST,Starts the node maintenance process on the data...,domain_maintenances,start_domain_maintenance,exec,,,,,
StartServiceSoftwareUpdate,/2021-01-01/opensearch/serviceSoftwareUpdate/start,POST,Schedules a service software update for an Amaz...,service_software_updates,start_service_software_update,exec,,,,,
UpdateApplication,/2021-01-01/opensearch/application/{id},PUT,Updates the configuration and settings of an ex...,applications,update_application,update,,,,,
UpdateDataSource,/2021-01-01/opensearch/domain/{DomainName}/dataSource/{Name},PUT,Updates a direct-query data source. For more in...,data_sources,update_data_source,update,,,,,
UpdateDirectQueryDataSource,/2021-01-01/opensearch/directQueryDataSource/{DataSourceName},PUT,Updates the configuration or properties of an e...,direct_query_data_sources,update_direct_query_data_source,update,,,,,
UpdateDomainConfig,/2021-01-01/opensearch/domain/{DomainName}/config,POST,Modifies the cluster configuration of the speci...,domain_configs,update_domain_config,update,,,,,
UpdateIndex,/2021-01-01/opensearch/domain/{DomainName}/index/{IndexName},PUT,Updates an existing OpenSearch index schema and...,indexes,update_index,update,,,,,
UpdatePackage,/2021-01-01/packages/update,POST,Updates a package for use with Amazon OpenSearc...,packages,update_package,update,,,,,
UpdatePackageScope,/2021-01-01/packages/updateScope,POST,Updates the scope of a package. Scope of the pa...,packages,update_package_scope,update,,,,,
UpdateScheduledAction,/2021-01-01/opensearch/domain/{DomainName}/scheduledAction/update,PUT,Reschedules a planned domain configuration chan...,scheduled_actions,update_scheduled_action,update,,,,,
UpdateVpcEndpoint,/2021-01-01/opensearch/vpcEndpoints/update,POST,Modifies an Amazon OpenSearch Service-managed i...,vpc_endpoints,update_vpc_endpoint,update,,,,,
UpgradeDomain,/2021-01-01/opensearch/upgradeDomain,POST,Allows you to either upgrade your Amazon OpenSe...,domain_upgrades,upgrade_domain,exec,,,,,
