operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
GetSourceRepository,/v1/spaces/{spaceName}/projects/{projectName}/sourceRepositories/{name},GET,Returns information about a source repository.,source_repositories,get_source_repository,select,,,,,
GetSourceRepositoryCloneUrls,/v1/spaces/{spaceName}/projects/{projectName}/sourceRepositories/{sourceRepositoryName}/cloneUrls,GET,Returns information about the URLs that can be ...,source_repository_clone_urls,get_source_repository_clone_urls,select,,,,,
GetSpace,/v1/spaces/{name},GET,Returns information about an space.,spaces,get_space,select,,,,,
GetSubscription,/v1/spaces/{spaceName}/subscription,GET,Returns information about the Amazon Web Servic...,subscriptions,get_subscription,select,,,,,
GetUserDetails,/userDetails,GET,Returns information about a user.,user_details,get_user_details,select,,,,,
GetWorkflow,/v1/spaces/{spaceName}/projects/{projectName}/workflows/{id},GET,Returns information about a workflow.,workflows,get_workflow,select,,,,,
GetWorkflowRun,/v1/spaces/{spaceName}/projects/{projectName}/workflowRuns/{id},GET,Returns information about a specified run of a ...,workflow_runs,get_workflow_run,select,,,,,
ListAccessTokens,/v1/accessTokens,POST,Lists all personal access tokens (PATs) associa...,access_tokens,list_access_tokens,select,,,,,
ListDevEnvironmentSessions,/v1/spaces/{spaceName}/projects/{projectName}/devEnvironments/{devEnvironmentId}/sessions,POST,Retrieves a list of active sessions for a Dev E...,dev_environment_sessions,list_dev_environment_sessions,select,,,,,
ListDevEnvironments,/v1/spaces/{spaceName}/devEnvironments,POST,Retrieves a list of Dev Environments in a project.,dev_environments,list_dev_environments,select,,,,,
ListEventLogs,/v1/spaces/{spaceName}/eventLogs,POST,Retrieves a list of events that occurred during...,event_logs,list_event_logs,select,,,,,
ListProjects,/v1/spaces/{spaceName}/projects,POST,Retrieves a list of projects.,projects,list_projects,select,,,,,
ListSourceRepositories,/v1/spaces/{spaceName}/projects/{projectName}/sourceRepositories,POST,Retrieves a list of source repositories in a pr...,source_repositories,list_source_repositories,select,,,,,
ListSourceRepositoryBranches,/v1/spaces/{spaceName}/projects/{projectName}/sourceRepositories/{sourceRepositoryName}/branches,POST,Retrieves a list of branches in a specified sou...,source_repository_branches,list_source_repository_branches,select,,,,,
ListSpaces,/v1/spaces,POST,Retrieves a list of spaces.,spaces,list_spaces,select,,,,,
ListWorkflowRuns,/v1/spaces/{spaceName}/projects/{projectName}/workflowRuns,POST,Retrieves a list of workflow runs of a specifie...,workflow_runs,list_workflow_runs,select,,nextToken,query,nextToken,body
ListWorkflows,/v1/spaces/{spaceName}/projects/{projectName}/workflows,POST,Retrieves a list of workflows in a specified pr...,workflows,list_workflows,select,,nextToken,query,nextToken,body
StartDevEnvironment,/v1/spaces/{spaceName}/projects/{projectName}/devEnvironments/{id}/start,PUT,Starts a specified Dev Environment and puts it ...,dev_environments,start_dev_environment,update,,,,,
StartDevEnvironmentSession,/v1/spaces/{spaceName}/projects/{projectName}/devEnvironments/{id}/session,PUT,Starts a session for a specified Dev Environment.,dev_environment_sessions,start_dev_environment_session,update,,,,,
StartWorkflowRun,/v1/spaces/{spaceName}/projects/{projectName}/workflowRuns,PUT,Begins a run of a specified workflow.,workflow_runs,start_workflow_run,update,,,,,
StopDevEnvironment,/v1/spaces/{spaceName}/projects/{projectName}/devEnvironments/{id}/stop,PUT,Pauses a specified Dev Environment and places i...,dev_environments,stop_dev_environment,update,,,,,
StopDevEnvironmentSession,/v1/spaces/{spaceName}/projects/{projectName}/devEnvironments/{id}/session/{sessionId},DELETE,Stops a session for a specified Dev Environment.,dev_environment_sessions,stop_dev_environment_session,delete,,,,,
UpdateDevEnvironment,/v1/spaces/{spaceName}/projects/{projectName}/devEnvironments/{id},PATCH,Changes one or more values for a Dev Environmen...,dev_environments,update_dev_environment,update,,,,,
UpdateProject,/v1/spaces/{spaceName}/projects/{name},PATCH,Changes one or more values for a project.,projects,update_project,update,,,,,
UpdateSpace,/v1/spaces/{name},PATCH,Changes one or more values for a space.,spaces,update_space,update,,,,,
VerifySession,/session,GET,Verifies whether the calling user has a valid A...,sessions,verify_session,select,,,,,
