operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
GetCalculatedAttributeDefinition,/domains/{DomainName}/calculated-attributes/{CalculatedAttributeName},GET,Provides more information on a calculated attri...,,get_calculated_attribute_definition,select,,,,,
GetCalculatedAttributeForProfile,/domains/{DomainName}/profile/{ProfileId}/calculated-attributes/{CalculatedAttributeName},GET,Retrieve a calculated attribute for a customer ...,,get_calculated_attribute_for_profile,select,,,,,
GetDomain,/domains/{DomainName},GET,Returns information about a specific domain.,,get_domain,select,,,,,
GetDomainLayout,/domains/{DomainName}/layouts/{LayoutDefinitionName},GET,Gets the layout to view data for a specific dom...,,get_domain_layout,select,,,,,
GetDomainObjectType,/domains/{DomainName}/domain-object-types/{ObjectTypeName},GET,Return a DomainObjectType for the input Domain ...,,get_domain_object_type,select,,,,,
GetEventStream,/domains/{DomainName}/event-streams/{EventStreamName},GET,Returns information about the specified event s...,,get_event_stream,select,,,,,
GetEventTrigger,/domains/{DomainName}/event-triggers/{EventTriggerName},GET,Get a specific Event Trigger from the domain.,,get_event_trigger,select,,,,,
GetIdentityResolutionJob,/domains/{DomainName}/identity-resolution-jobs/{JobId},GET,Returns information about an Identity Resolutio...,,get_identity_resolution_job,select,,,,,
GetIntegration,/domains/{DomainName}/integrations,POST,Returns an integration for a domain.,,get_integration,select,,,,,
GetMatches,/domains/{DomainName}/matches,GET,"Before calling this API, use [CreateDomain](htt...",,get_matches,select,,,,,
GetObjectTypeAttributeStatistics,/domains/{DomainName}/object-types/{ObjectTypeName}/attributes/{AttributeName}/statistics,POST,The GetObjectTypeAttributeValues API delivers s...,,get_object_type_attribute_statistics,select,,,,,
GetProfileHistoryRecord,/domains/{DomainName}/profiles/{ProfileId}/history-records/{Id},GET,Returns a history record for a specific profile...,,get_profile_history_record,select,,,,,
GetProfileObjectType,/domains/{DomainName}/object-types/{ObjectTypeName},GET,Returns the object types for a specific domain.,,get_profile_object_type,select,,,,,
GetProfileObjectTypeTemplate,/templates/{TemplateId},GET,Returns the template information for a specific...,,get_profile_object_type_template,select,,,,,
GetProfileRecommendations,/domains/{DomainName}/profiles/{ProfileId}/recommendations,POST,Fetches the recommendations for a profile in th...,,get_profile_recommendations,select,,,,,
GetRecommender,/domains/{DomainName}/recommenders/{RecommenderName},GET,Retrieves a recommender.,,get_recommender,select,,,,,
GetSegmentDefinition,/domains/{DomainName}/segment-definitions/{SegmentDefinitionName},GET,Gets a segment definition from the domain.,,get_segment_definition,select,,,,,
GetSegmentEstimate,/domains/{DomainName}/segment-estimates/{EstimateId},GET,Gets the result of a segment estimate query.,,get_segment_estimate,select,,,,,
GetSegmentMembership,/domains/{DomainName}/segments/{SegmentDefinitionName}/membership,POST,Determines if the given profiles are within a s...,,get_segment_membership,select,,,,,
GetSegmentSnapshot,/domains/{DomainName}/segments/{SegmentDefinitionName}/snapshots/{SnapshotId},GET,Retrieve the latest status of a segment snapshot.,,get_segment_snapshot,select,,,,,
GetSimilarProfiles,/domains/{DomainName}/matches,POST,Returns a set of profiles that belong to the sa...,,get_similar_profiles,select,$.ProfileIds,,,,
GetUploadJob,/domains/{DomainName}/upload-jobs/{JobId},GET,This API retrieves the details of a specific up...,,get_upload_job,select,,,,,
GetUploadJobPath,/domains/{DomainName}/upload-jobs/{JobId}/path,GET,This API retrieves the pre-signed URL and clien...,,get_upload_job_path,select,,,,,
GetWorkflow,/domains/{DomainName}/workflows/{WorkflowId},GET,Get details of specified workflow.,,get_workflow,select,,,,,
GetWorkflowSteps,/domains/{DomainName}/workflows/{WorkflowId}/steps,GET,Get granular list of steps in workflow.,,get_workflow_steps,select,,,,,
ListAccountIntegrations,/integrations,POST,Lists all of the integrations associated to a s...,,list_account_integrations,select,,,,,
ListCalculatedAttributeDefinitions,/domains/{DomainName}/calculated-attributes,GET,Lists calculated attribute definitions for Cust...,,list_calculated_attribute_definitions,select,,,,,
ListCalculatedAttributesForProfile,/domains/{DomainName}/profile/{ProfileId}/calculated-attributes,GET,Retrieve a list of calculated attributes for a ...,,list_calculated_attributes_for_profile,select,,,,,
ListDomainLayouts,/domains/{DomainName}/layouts,GET,Lists the existing layouts that can be used to ...,,list_domain_layouts,select,$.Items,,,,
ListDomainObjectTypes,/domains/{DomainName}/domain-object-types,GET,List all DomainObjectType(s) in a Customer Prof...,,list_domain_object_types,select,$.Items,,,,
ListDomains,/domains,GET,Returns a list of all the domains for an AWS ac...,,list_domains,select,,,,,
ListEventStreams,/domains/{DomainName}/event-streams,GET,Returns a list of all the event streams in a sp...,,list_event_streams,select,$.Items,,,,
ListEventTriggers,/domains/{DomainName}/event-triggers,GET,List all Event Triggers under a domain.,,list_event_triggers,select,$.Items,,,,
ListIdentityResolutionJobs,/domains/{DomainName}/identity-resolution-jobs,GET,Lists all of the Identity Resolution Jobs in yo...,,list_identity_resolution_jobs,select,,,,,
ListIntegrations,/domains/{DomainName}/integrations,GET,Lists all of the integrations in your domain.,,list_integrations,select,,,,,
ListObjectTypeAttributeValues,/domains/{DomainName}/object-types/{ObjectTypeName}/attributes/{AttributeName}/values,GET,The ListObjectTypeAttributeValues API provides ...,,list_object_type_attribute_values,select,,,,,
ListObjectTypeAttributes,/domains/{DomainName}/object-types/{ObjectTypeName}/attributes,GET,Fetch the possible attribute values given the a...,,list_object_type_attributes,select,$.Items,,,,
ListProfileAttributeValues,/domains/{DomainName}/profile-attributes/{AttributeName}/values,GET,Fetch the possible attribute values given the a...,,list_profile_attribute_values,select,,,,,
ListProfileHistoryRecords,/domains/{DomainName}/profiles/history-records,POST,Returns a list of history records for a specifi...,,list_profile_history_records,select,,,,,
ListProfileObjectTypeTemplates,/templates,GET,Lists all of the template information for objec...,,list_profile_object_type_templates,select,,,,,
ListProfileObjectTypes,/domains/{DomainName}/object-types,GET,Lists all of the templates available within the...,,list_profile_object_types,select,,,,,
ListProfileObjects,/domains/{DomainName}/profiles/objects,POST,Returns a list of objects associated with a pro...,,list_profile_objects,select,,,,,
ListRecommenderRecipes,/recommender-recipes,GET,Returns a list of available recommender recipes...,,list_recommender_recipes,select,$.RecommenderRecipes,,,,
ListRecommenders,/domains/{DomainName}/recommenders,GET,Returns a list of recommenders in the specified...,,list_recommenders,select,$.Recommenders,,,,
ListRuleBasedMatches,/domains/{DomainName}/profiles/ruleBasedMatches,GET,Returns a set of `MatchIds` that belong to the ...,,list_rule_based_matches,select,$.MatchIds,,,,
ListSegmentDefinitions,/domains/{DomainName}/segment-definitions,GET,Lists all segment definitions under a domain.,,list_segment_definitions,select,$.Items,,,,
ListTagsForResource,/tags/{resourceArn},GET,Displays the tags associated with an Amazon Con...,,list_tags_for_resource,select,,,,,
ListUploadJobs,/domains/{DomainName}/upload-jobs,GET,This API retrieves a list of upload jobs for th...,,list_upload_jobs,select,$.Items,,,,
ListWorkflows,/domains/{DomainName}/workflows,POST,Query to list all workflows.,,list_workflows,select,,,,,
MergeProfiles,/domains/{DomainName}/profiles/objects/merge,POST,Runs an AWS Lambda job that does the following:...,,merge_profiles,exec,,,,,
PutDomainObjectType,/domains/{DomainName}/domain-object-types/{ObjectTypeName},PUT,Create/Update a DomainObjectType in a Customer ...,,put_domain_object_type,replace,,,,,
PutIntegration,/domains/{DomainName}/integrations,PUT,Adds an integration between the service and a t...,,put_integration,replace,,,,,
PutProfileObject,/domains/{DomainName}/profiles/objects,PUT,Adds additional objects to customer profiles of...,,put_profile_object,replace,,,,,
PutProfileObjectType,/domains/{DomainName}/object-types/{ObjectTypeName},PUT,Defines a ProfileObjectType. To add or remove t...,,put_profile_object_type,replace,,,,,
SearchProfiles,/domains/{DomainName}/profiles/search,POST,Searches for profiles within a specific domain ...,,search_profiles,exec,,,,,
StartRecommender,/domains/{DomainName}/recommenders/{RecommenderName}/start,PUT,Starts a recommender that was previously stoppe...,,start_recommender,exec,,,,,
StartUploadJob,/domains/{DomainName}/upload-jobs/{JobId},PUT,This API starts the processing of an upload job...,,start_upload_job,exec,,,,,
StopRecommender,/domains/{DomainName}/recommenders/{RecommenderName}/stop,PUT,"Stops a recommender, suspending its ability to ...",,stop_recommender,exec,,,,,
StopUploadJob,/domains/{DomainName}/upload-jobs/{JobId}/stop,PUT,This API stops the processing of an upload job.,,stop_upload_job,exec,,,,,
TagResource,/tags/{resourceArn},POST,Assigns one or more tags (key-value pairs) to t...,,tag_resource,exec,,,,,
UntagResource,/tags/{resourceArn},DELETE,Removes one or more tags from the specified Ama...,,untag_resource,delete,,,,,
UpdateCalculatedAttributeDefinition,/domains/{DomainName}/calculated-attributes/{CalculatedAttributeName},PUT,Updates an existing calculated attribute defini...,,update_calculated_attribute_definition,update,,,,,
UpdateDomain,/domains/{DomainName},PUT,"Updates the properties of a domain, including c...",,update_domain,update,,,,,
UpdateDomainLayout,/domains/{DomainName}/layouts/{LayoutDefinitionName},PUT,Updates the layout used to view data for a spec...,,update_domain_layout,update,,,,,
UpdateEventTrigger,/domains/{DomainName}/event-triggers/{EventTriggerName},PUT,Update the properties of an Event Trigger.,,update_event_trigger,update,,,,,
UpdateProfile,/domains/{DomainName}/profiles,PUT,Updates the properties of a profile. The Profil...,,update_profile,update,,,,,
UpdateRecommender,/domains/{DomainName}/recommenders/{RecommenderName},PATCH,Updates the properties of an existing recommend...,,update_recommender,update,,,,,
