filename,servicename,protocol
codepipeline-2015-07-09.json,com.amazonaws.codepipeline#CodePipeline_20150709,aws.protocols#awsJson1_1
codestar-connections-2019-12-01.json,com.amazonaws.codestarconnections#CodeStar_connections_20191201,aws.protocols#awsJson1_0
codestar-notifications-2019-10-15.json,com.amazonaws.codestarnotifications#CodeStarNotifications_20191015,aws.protocols#restJson1
cognito-identity-2014-06-30.json,com.amazonaws.cognitoidentity#AWSCognitoIdentityService,aws.protocols#awsJson1_1
cognito-identity-provider-2016-04-18.json,com.amazonaws.cognitoidentityprovider#AWSCognitoIdentityProviderService,aws.protocols#awsJson1_1
cognito-sync-2014-06-30.json,com.amazonaws.cognitosync#AWSCognitoSyncService,aws.protocols#restJson1
comprehend-2017-11-27.json,com.amazonaws.comprehend#Comprehend_20171127,aws.protocols#awsJson1_1
comprehendmedical-2018-10-30.json,com.amazonaws.comprehendmedical#ComprehendMedical_20181030,aws.protocols#awsJson1_1
compute-optimizer-2019-11-01.json,com.amazonaws.computeoptimizer#ComputeOptimizerService,aws.protocols#awsJson1_0
compute-optimizer-automation-2025-09-22.json,com.amazonaws.computeoptimizerautomation#ComputeOptimizerAutomationService,aws.protocols#awsJson1_0
config-service-2014-11-12.json,com.amazonaws.configservice#StarlingDoveService,aws.protocols#awsJson1_1
connect-2017-08-08.json,com.amazonaws.connect#AmazonConnectService,aws.protocols#restJson1
connect-contact-lens-2020-08-21.json,com.amazonaws.connectcontactlens#AmazonConnectContactLens,aws.protocols#restJson1
connectcampaigns-2021-01-30.json,com.amazonaws.connectcampaigns#AmazonConnectCampaignService,aws.protocols#restJson1
connectcampaignsv2-2024-04-23.json,com.amazonaws.connectcampaignsv2#AmazonConnectCampaignServiceV2,aws.protocols#restJson1
connectcases-2022-10-03.json,com.amazonaws.connectcases#AmazonConnectCases,aws.protocols#restJson1
connectparticipant-2018-09-07.json,com.amazonaws.connectparticipant#AmazonConnectParticipantServiceLambda,aws.protocols#restJson1
controlcatalog-2018-05-10.json,com.amazonaws.controlcatalog#ControlCatalog,aws.protocols#restJson1
controltower-2018-05-10.json,com.amazonaws.controltower#AWSControlTowerApis,aws.protocols#restJson1
cost-and-usage-report-service-2017-01-06.json,com.amazonaws.costandusagereportservice#AWSOrigamiServiceGatewayService,aws.protocols#awsJson1_1
cost-explorer-2017-10-25.json,com.amazonaws.costexplorer#AWSInsightsIndexService,aws.protocols#awsJson1_1
cost-optimization-hub-2022-07-26.json,com.amazonaws.costoptimizationhub#CostOptimizationHubService,aws.protocols#awsJson1_0
customer-profiles-2020-08-15.json,com.amazonaws.customerprofiles#CustomerProfiles_20200815,aws.protocols#restJson1
data-pipeline-2012-10-29.json,com.amazonaws.datapipeline#DataPipeline,aws.protocols#awsJson1_1
database-migration-service-2016-01-01.json,com.amazonaws.databasemigrationservice#AmazonDMSv20160101,aws.protocols#awsJson1_1
databrew-2017-07-25.json,com.amazonaws.databrew#AWSGlueDataBrew,aws.protocols#restJson1
dataexchange-2017-07-25.json,com.amazonaws.dataexchange#DataExchange,aws.protocols#restJson1
datasync-2018-11-09.json,com.amazonaws.datasync#FmrsService,aws.protocols#awsJson1_1
datazone-2018-05-10.json,com.amazonaws.datazone#DataZone,aws.protocols#restJson1
dax-2017-04-19.json,com.amazonaws.dax#AmazonDAXV3,aws.protocols#awsJson1_1
deadline-2023-10-12.json,com.amazonaws.deadline#Deadline,aws.protocols#restJson1
detective-2018-10-26.json,com.amazonaws.detective#AmazonDetective,aws.protocols#restJson1
device-farm-2015-06-23.json,com.amazonaws.devicefarm#DeviceFarm_20150623,aws.protocols#awsJson1_1
devops-guru-2020-12-01.json,com.amazonaws.devopsguru#CapstoneControlPlaneService,aws.protocols#restJson1
direct-connect-2012-10-25.json,com.amazonaws.directconnect#OvertureService,aws.protocols#awsJson1_1
directory-service-2015-04-16.json,com.amazonaws.directoryservice#DirectoryService_20150416,aws.protocols#awsJson1_1
directory-service-data-2023-05-31.json,com.amazonaws.directoryservicedata#DirectoryServiceData,aws.protocols#restJson1
dlm-2018-01-12.json,com.amazonaws.dlm#dlm_20180112,aws.protocols#restJson1
docdb-2014-10-31.json,com.amazonaws.docdb#AmazonRDSv19,aws.protocols#awsQuery
docdb-elastic-2022-11-28.json,com.amazonaws.docdbelastic#ChimeraDbLionfishServiceLambda,aws.protocols#restJson1
drs-2020-02-26.json,com.amazonaws.drs#ElasticDisasterRecoveryService,aws.protocols#restJson1
dsql-2018-05-10.json,com.amazonaws.dsql#DSQL,aws.protocols#restJson1
dynamodb-2012-08-10.json,com.amazonaws.dynamodb#DynamoDB_20120810,aws.protocols#awsJson1_0
dynamodb-streams-2012-08-10.json,com.amazonaws.dynamodbstreams#DynamoDBStreams_20120810,aws.protocols#awsJson1_0
ebs-2019-11-02.json,com.amazonaws.ebs#Ebs,aws.protocols#restJson1
ec2-2016-11-15.json,com.amazonaws.ec2#AmazonEC2,aws.protocols#ec2Query
ec2-instance-connect-2018-04-02.json,com.amazonaws.ec2instanceconnect#AWSEC2InstanceConnectService,aws.protocols#awsJson1_1
ecr-2015-09-21.json,com.amazonaws.ecr#AmazonEC2ContainerRegistry_V20150921,aws.protocols#awsJson1_1
ecr-public-2020-10-30.json,com.amazonaws.ecrpublic#SpencerFrontendService,aws.protocols#awsJson1_1
ecs-2014-11-13.json,com.amazonaws.ecs#AmazonEC2ContainerServiceV20141113,aws.protocols#awsJson1_1
efs-2015-02-01.json,com.amazonaws.efs#MagnolioAPIService_v20150201,aws.protocols#restJson1
eks-2017-11-01.json,com.amazonaws.eks#AWSWesleyFrontend,aws.protocols#restJson1
eks-auth-2023-11-26.json,com.amazonaws.eksauth#EKSAuthFrontend,aws.protocols#restJson1
elastic-beanstalk-2010-12-01.json,com.amazonaws.elasticbeanstalk#AWSElasticBeanstalkService,aws.protocols#awsQuery
elastic-load-balancing-2012-06-01.json,com.amazonaws.elasticloadbalancing#ElasticLoadBalancing_v7,aws.protocols#awsQuery
elastic-load-balancing-v2-2015-12-01.json,com.amazonaws.elasticloadbalancingv2#ElasticLoadBalancing_v10,aws.protocols#awsQuery
elastic-transcoder-2012-09-25.json,com.amazonaws.elastictranscoder#EtsCustomerService,aws.protocols#restJson1
elasticache-2015-02-02.json,com.amazonaws.elasticache#AmazonElastiCacheV9,aws.protocols#awsQuery
elasticsearch-service-2015-01-01.json,com.amazonaws.elasticsearchservice#AmazonElasticsearchService2015,aws.protocols#restJson1
emr-2009-03-31.json,com.amazonaws.emr#ElasticMapReduce,aws.protocols#awsJson1_1
emr-containers-2020-10-01.json,com.amazonaws.emrcontainers#AwsChicagoWebService,aws.protocols#restJson1
emr-serverless-2021-07-13.json,com.amazonaws.emrserverless#AwsToledoWebService,aws.protocols#restJson1
entityresolution-2018-05-10.json,com.amazonaws.entityresolution#AWSVeniceService,aws.protocols#restJson1
eventbridge-2015-10-07.json,com.amazonaws.eventbridge#AWSEvents,aws.protocols#awsJson1_1
evidently-2021-02-01.json,com.amazonaws.evidently#Evidently,aws.protocols#restJson1
evs-2023-07-27.json,com.amazonaws.evs#AmazonElasticVMwareService,aws.protocols#awsJson1_0
finspace-2021-03-12.json,com.amazonaws.finspace#AWSHabaneroManagementService,aws.protocols#restJson1
finspace-data-2020-07-13.json,com.amazonaws.finspacedata#AWSHabaneroPublicAPI,aws.protocols#restJson1
firehose-2015-08-04.json,com.amazonaws.firehose#Firehose_20150804,aws.protocols#awsJson1_1
fis-2020-12-01.json,com.amazonaws.fis#FaultInjectionSimulator,aws.protocols#restJson1
fms-2018-01-01.json,com.amazonaws.fms#AWSFMS_20180101,aws.protocols#awsJson1_1
forecast-2018-06-26.json,com.amazonaws.forecast#AmazonForecast,aws.protocols#awsJson1_1
forecastquery-2018-06-26.json,com.amazonaws.forecastquery#AmazonForecastRuntime,aws.protocols#awsJson1_1
frauddetector-2019-11-15.json,com.amazonaws.frauddetector#AWSHawksNestServiceFacade,aws.protocols#awsJson1_1
freetier-2023-09-07.json,com.amazonaws.freetier#AWSFreeTierService,aws.protocols#awsJson1_0
fsx-2018-03-01.json,com.amazonaws.fsx#AWSSimbaAPIService_v20180301,aws.protocols#awsJson1_1
gamelift-2015-10-01.json,com.amazonaws.gamelift#GameLift,aws.protocols#awsJson1_1
gameliftstreams-2018-05-10.json,com.amazonaws.gameliftstreams#GameLiftStreams,aws.protocols#restJson1
geo-maps-2020-11-19.json,com.amazonaws.geomaps#MapsService,aws.protocols#restJson1
geo-places-2020-11-19.json,com.amazonaws.geoplaces#PlacesService,aws.protocols#restJson1
geo-routes-2020-11-19.json,com.amazonaws.georoutes#RoutesService,aws.protocols#restJson1
glacier-2012-06-01.json,com.amazonaws.glacier#Glacier,aws.protocols#restJson1
global-accelerator-2018-08-08.json,com.amazonaws.globalaccelerator#GlobalAccelerator_V20180706,aws.protocols#awsJson1_1
glue-2017-03-31.json,com.amazonaws.glue#AWSGlue,aws.protocols#awsJson1_1
grafana-2020-08-18.json,com.amazonaws.grafana#AWSGrafanaControlPlane,aws.protocols#restJson1
greengrass-2017-06-07.json,com.amazonaws.greengrass#Greengrass,aws.protocols#restJson1
greengrassv2-2020-11-30.json,com.amazonaws.greengrassv2#GreengrassV2,aws.protocols#restJson1
groundstation-2019-05-23.json,com.amazonaws.groundstation#GroundStation,aws.protocols#restJson1
guardduty-2017-11-28.json,com.amazonaws.guardduty#GuardDutyAPIService,aws.protocols#restJson1
health-2016-08-04.json,com.amazonaws.health#AWSHealth_20160804,aws.protocols#awsJson1_1
healthlake-2017-07-01.json,com.amazonaws.healthlake#HealthLake,aws.protocols#awsJson1_0
iam-2010-05-08.json,com.amazonaws.iam#AWSIdentityManagementV20100508,aws.protocols#awsQuery
identitystore-2020-06-15.json,com.amazonaws.identitystore#AWSIdentityStore,aws.protocols#awsJson1_1
imagebuilder-2019-12-02.json,com.amazonaws.imagebuilder#imagebuilder,aws.protocols#restJson1
inspector-2016-02-16.json,com.amazonaws.inspector#InspectorService,aws.protocols#awsJson1_1
inspector-scan-2023-08-08.json,com.amazonaws.inspectorscan#InspectorScan,aws.protocols#restJson1
inspector2-2020-06-08.json,com.amazonaws.inspector2#Inspector2,aws.protocols#restJson1
internetmonitor-2021-06-03.json,com.amazonaws.internetmonitor#InternetMonitor20210603,aws.protocols#restJson1
invoicing-2024-12-01.json,com.amazonaws.invoicing#Invoicing,aws.protocols#awsJson1_0
iot-2015-05-28.json,com.amazonaws.iot#AWSIotService,aws.protocols#restJson1
iot-data-plane-2015-05-28.json,com.amazonaws.iotdataplane#IotMoonrakerService,aws.protocols#restJson1
iot-events-2018-07-27.json,com.amazonaws.iotevents#IotColumboService,aws.protocols#restJson1
iot-events-data-2018-10-23.json,com.amazonaws.ioteventsdata#IotColumboDataService,aws.protocols#restJson1
iot-jobs-data-plane-2017-09-29.json,com.amazonaws.iotjobsdataplane#IotLaserThingJobManagerExternalService,aws.protocols#restJson1
iot-managed-integrations-2025-03-03.json,com.amazonaws.iotmanagedintegrations#IotManagedIntegrations,aws.protocols#restJson1
iot-wireless-2020-11-22.json,com.amazonaws.iotwireless#iotwireless,aws.protocols#restJson1
iotanalytics-2017-11-27.json,com.amazonaws.iotanalytics#AWSIoTAnalytics,aws.protocols#restJson1
iotdeviceadvisor-2020-09-18.json,com.amazonaws.iotdeviceadvisor#IotSenateService,aws.protocols#restJson1
iotfleetwise-2021-06-17.json,com.amazonaws.iotfleetwise#IoTAutobahnControlPlane,aws.protocols#awsJson1_0
iotsecuretunneling-2018-10-05.json,com.amazonaws.iotsecuretunneling#IoTSecuredTunneling,aws.protocols#awsJson1_1
iotsitewise-2019-12-02.json,com.amazonaws.iotsitewise#AWSIoTSiteWise,aws.protocols#restJson1
iotthingsgraph-2018-09-06.json,com.amazonaws.iotthingsgraph#IotThingsGraphFrontEndService,aws.protocols#awsJson1_1
iottwinmaker-2021-11-29.json,com.amazonaws.iottwinmaker#AWSIoTTwinMaker,aws.protocols#restJson1
ivs-2020-07-14.json,com.amazonaws.ivs#AmazonInteractiveVideoService,aws.protocols#restJson1
ivs-realtime-2020-07-14.json,com.amazonaws.ivsrealtime#AmazonInteractiveVideoServiceRealTime,aws.protocols#restJson1
ivschat-2020-07-14.json,com.amazonaws.ivschat#AmazonInteractiveVideoServiceChat,aws.protocols#restJson1
kafka-2018-11-14.json,com.amazonaws.kafka#Kafka,aws.protocols#restJson1
kafkaconnect-2021-09-14.json,com.amazonaws.kafkaconnect#KafkaConnect,aws.protocols#restJson1
kendra-2019-02-03.json,com.amazonaws.kendra#AWSKendraFrontendService,aws.protocols#awsJson1_1
kendra-ranking-2022-10-19.json,com.amazonaws.kendraranking#AWSKendraRerankingFrontendService,aws.protocols#awsJson1_0
keyspaces-2022-02-10.json,com.amazonaws.keyspaces#KeyspacesService,aws.protocols#awsJson1_0
keyspacesstreams-2024-09-09.json,com.amazonaws.keyspacesstreams#KeyspacesStreams,aws.protocols#awsJson1_0
kinesis-2013-12-02.json,com.amazonaws.kinesis#Kinesis_20131202,aws.protocols#awsJson1_1
kinesis-analytics-2015-08-14.json,com.amazonaws.kinesisanalytics#KinesisAnalytics_20150814,aws.protocols#awsJson1_1
kinesis-analytics-v2-2018-05-23.json,com.amazonaws.kinesisanalyticsv2#KinesisAnalytics_20180523,aws.protocols#awsJson1_1
kinesis-video-2017-09-30.json,com.amazonaws.kinesisvideo#KinesisVideo_20170930,aws.protocols#restJson1
kinesis-video-archived-media-2017-09-30.json,com.amazonaws.kinesisvideoarchivedmedia#AWSAcuityReader,aws.protocols#restJson1
kinesis-video-media-2017-09-30.json,com.amazonaws.kinesisvideomedia#AWSAcuityInletService,aws.protocols#restJson1
kinesis-video-signaling-2019-12-04.json,com.amazonaws.kinesisvideosignaling#AWSAcuitySignalingService,aws.protocols#restJson1
kinesis-video-webrtc-storage-2018-05-10.json,com.amazonaws.kinesisvideowebrtcstorage#AWSAcuityRoutingServiceLambda,aws.protocols#restJson1
kms-2014-11-01.json,com.amazonaws.kms#TrentService,aws.protocols#awsJson1_1
lakeformation-2017-03-31.json,com.amazonaws.lakeformation#AWSLakeFormation,aws.protocols#restJson1
lambda-2015-03-31.json,com.amazonaws.lambda#AWSGirApiService,aws.protocols#restJson1
launch-wizard-2018-05-10.json,com.amazonaws.launchwizard#LaunchWizard,aws.protocols#restJson1
lex-model-building-service-2017-04-19.json,com.amazonaws.lexmodelbuildingservice#AWSDeepSenseModelBuildingService,aws.protocols#restJson1
lex-models-v2-2020-08-07.json,com.amazonaws.lexmodelsv2#LexModelBuildingServiceV2,aws.protocols#restJson1
lex-runtime-service-2016-11-28.json,com.amazonaws.lexruntimeservice#AWSDeepSenseRunTimeService,aws.protocols#restJson1
lex-runtime-v2-2020-08-07.json,com.amazonaws.lexruntimev2#AWSDeepSenseRunTimeServiceApi2_0,aws.protocols#restJson1
license-manager-2018-08-01.json,com.amazonaws.licensemanager#AWSLicenseManager,aws.protocols#awsJson1_1
license-manager-linux-subscriptions-2018-05-10.json,com.amazonaws.licensemanagerlinuxsubscriptions#LicenseManagerLinuxSubscriptions,aws.protocols#restJson1
license-manager-user-subscriptions-2018-05-10.json,com.amazonaws.licensemanagerusersubscriptions#LicenseManagerUserSubscriptions,aws.protocols#restJson1
lightsail-2016-11-28.json,com.amazonaws.lightsail#Lightsail_20161128,aws.protocols#awsJson1_1
location-2020-11-19.json,com.amazonaws.location#LocationService,aws.protocols#restJson1
lookoutequipment-2020-12-15.json,com.amazonaws.lookoutequipment#AWSLookoutEquipmentFrontendService,aws.protocols#awsJson1_0
m2-2021-04-28.json,com.amazonaws.m2#AwsSupernovaControlPlaneService,aws.protocols#restJson1
machine-learning-2014-12-12.json,com.amazonaws.machinelearning#AmazonML_20141212,aws.protocols#awsJson1_1
macie2-2020-01-01.json,com.amazonaws.macie2#Macie2,aws.protocols#restJson1
mailmanager-2023-10-17.json,com.amazonaws.mailmanager#MailManagerSvc,aws.protocols#awsJson1_0
managedblockchain-2018-09-24.json,com.amazonaws.managedblockchain#TaigaWebService,aws.protocols#restJson1
managedblockchain-query-2023-05-04.json,com.amazonaws.managedblockchainquery#TietonChainQueryService,aws.protocols#restJson1
marketplace-agreement-2020-03-01.json,com.amazonaws.marketplaceagreement#AWSMPCommerceService_v20200301,aws.protocols#awsJson1_0
marketplace-catalog-2018-09-17.json,com.amazonaws.marketplacecatalog#AWSMPSeymour,aws.protocols#restJson1
marketplace-commerce-analytics-2015-07-01.json,com.amazonaws.marketplacecommerceanalytics#MarketplaceCommerceAnalytics20150701,aws.protocols#awsJson1_1
marketplace-deployment-2023-01-25.json,com.amazonaws.marketplacedeployment#AWSMPDeploymentParametersService,aws.protocols#restJson1
marketplace-entitlement-service-2017-01-11.json,com.amazonaws.marketplaceentitlementservice#AWSMPEntitlementService,aws.protocols#awsJson1_1
marketplace-metering-2016-01-14.json,com.amazonaws.marketplacemetering#AWSMPMeteringService,aws.protocols#awsJson1_1
marketplace-reporting-2018-05-10.json,com.amazonaws.marketplacereporting#AWSMarketplaceReporting,aws.protocols#restJson1
mediaconnect-2018-11-14.json,com.amazonaws.mediaconnect#MediaConnect,aws.protocols#restJson1
mediaconvert-2017-08-29.json,com.amazonaws.mediaconvert#MediaConvert,aws.protocols#restJson1
medialive-2017-10-14.json,com.amazonaws.medialive#MediaLive,aws.protocols#restJson1
mediapackage-2017-10-12.json,com.amazonaws.mediapackage#MediaPackage,aws.protocols#restJson1
mediapackage-vod-2018-11-07.json,com.amazonaws.mediapackagevod#MediaPackageVod,aws.protocols#restJson1
mediapackagev2-2022-12-25.json,com.amazonaws.mediapackagev2#mediapackagev2,aws.protocols#restJson1
mediastore-2017-09-01.json,com.amazonaws.mediastore#MediaStore_20170901,aws.protocols#awsJson1_1
mediastore-data-2017-09-01.json,com.amazonaws.mediastoredata#MediaStoreObject_20170901,aws.protocols#restJson1
mediatailor-2018-04-23.json,com.amazonaws.mediatailor#MediaTailor,aws.protocols#restJson1
medical-imaging-2023-07-19.json,com.amazonaws.medicalimaging#AHIGatewayService,aws.protocols#restJson1
